顼	1764
唾	1765
顽	1766
唿	1767
顺	1768
须	1769
顸	1770
项	1771
顶	1772
顷	1773
页	1774
唷	1775
唱	1776
唳	1777
唬	1778
唯	1779
售	1780
唪	1781
唤	1782
唧	1783
唠	1784
唣	1785
唢	1786
唝	1787
唛	1788
唔	1789
唐	1790
唑	1791
唏	1792
唉	1793
唇	1794
唆	1795
唁	1796
哦	1797
馥	1798
哧	1799
哥	1800
馨	1801
哪	1802
哨	1803
哩	1804
哮	1805
哭	1806
哳	1807
哲	1808
哺	1809
哿	1810
哽	1811
哼	1812
哀	1813
品	1814
馃	1815
哂	1816
馀	1817
馁	1818
哄	1819
馆	1820
馇	1821
哆	1822
馄	1823
哇	1824
馅	1825
哈	1826
馊	1827
哉	1828
馋	1829
馈	1830
馉	1831
哌	1832
响	1833
馏	1834
哎	1835
馌	1836
哏	1837
馍	1838
馓	1839
哑	1840
哐	1841
馒	1842
哓	1843
馑	1844
馐	1845
哕	1846
馗	1847
首	1848
哔	1849
馕	1850
哗	1851
馔	1852
哙	1853
香	1854
馘	1855
哚	1856
哝	1857
哟	1858
哞	1859
咦	1860
咧	1861
咤	1862
咣	1863
咯	1864
咬	1865
咭	1866
咪	1867
咫	1868
咨	1869
咩	1870
咴	1871
咳	1872
咱	1873
咿	1874
咽	1875
咻	1876
咸	1877
咄	1878
咆	1879
咀	1880
咂	1881
和	1882
咎	1883
咏	1884
咋	1885
咕	1886
咔	1887
咖	1888
咐	1889
咒	1890
咝	1891
咙	1892
咛	1893
咚	1894
周	1895
餮	1896
呢	1897
呦	1898
呤	1899
呻	1900
呸	1901
呼	1902
命	1903
呲	1904
味	1905
呱	1906
呶	1907
呷	1908
呵	1909
呈	1910
呋	1911
告	1912
餍	1913
呀	1914
呃	1915
呆	1916
员	1917
呙	1918
呛	1919
呜	1920
呐	1921
餐	1922
呓	1923
呔	1924
呕	1925
呖	1926
呗	1927
饭	1928
启	1929
吮	1930
饬	1931
饯	1932
吭	1933
听	1934
饮	1935
含	1936
饩	1937
饨	1938
吩	1939
饫	1940
吨	1941
饪	1942
饥	1943
吧	1944
否	1945
饧	1946
吣	1947
吡	1948
吠	1949
饼	1950
吾	1951
饽	1952
吼	1953
饿	1954
饸	1955
饹	1956
吻	1957
饺	1958
吸	1959
饻	1960
吹	1961
饴	1962
饵	1963
饶	1964
吴	1965
饷	1966
吵	1967
饰	1968
吲	1969
饱	1970
饲	1971
饳	1972
吱	1973
名	1974
同	1975
吏	1976
后	1977
吉	1978
合	1979
吊	1980
各	1981
吆	1982
吁	1983
吃	1984
吝	1985
吞	1986
吟	1987
君	1988
吕	1989
饔	1990
饕	1991
吗	1992
吐	1993
向	1994
吓	1995
埕	1996
骗	1997
埔	1998
骖	1999
骑	2000
埒	2001
骐	2002
骓	2003
骒	2004
域	2005
骝	2006
骜	2007
